10,1,20.3,31.1111111111,9.0,0.590594232124,2.03045454545,3.45772005772,9.9,3.32632275132,76.8005227943,19.5311576279
10,3,23.5,36.2,11.1666666667,0.621463805648,2.20160533911,3.26004689755,10.5833333333,3.53406593407,82.4732089241,18.568493915
10,2,13.7142857143,34.7142857143,10.8571428571,0.489506266823,1.58335084034,3.35427608543,7.875,4.58170191153,74.8719567134,9.92523399912
10,5,23.0,35.8,15.0,0.650036132389,1.90234172848,2.8818914956,11.6,3.66350973588,80.9659050985,22.1723508841
10,4,18.1111111111,33.375,9.5,0.45239024864,2.03151505902,3.25856837607,7.5,4.90449134199,78.4275956718,16.1779942881
10,7,18.8333333333,37.6666666667,9.0,0.526865393593,2.15286796537,4.77931096681,11.75,3.23406862745,71.339961453,17.5330960257
10,6,15.1666666667,38.5,9.16666666667,0.266271284271,1.67380952381,4.68756613757,3.6,7.97666666667,86.3975138471,11.8004003241
1,11,19.4,32.5,8.0,0.54091799653,2.27297979798,4.33169191919,6.58333333333,4.99713203463,83.0218910569,11.8264448814
1,10,16.625,28.5,8.28571428571,0.594139113472,2.22130847953,3.54623538012,9.25,3.96266039924,90.4010599829,19.2510941375
1,12,15.1428571429,27.5,6.83333333333,0.583312294197,2.03934240363,4.0279538131,8.0,4.99526225409,73.0215407458,15.9321960541
1,1,18.0,31.6,8.88888888889,0.514244533599,2.10634019575,3.3610140767,6.72222222222,4.55249620398,80.3519521424,14.1036360811
1,3,19.1,30.7,8.11111111111,0.58185745506,2.07962962963,3.75702380952,7.83333333333,3.85758104922,82.5066272142,16.1571742308
1,2,15.1111111111,28.7777777778,8.22222222222,0.507727465376,1.77973484848,4.00378787879,7.5625,3.2295931193,96.1072287481,13.877894834
1,5,21.25,37.375,12.25,0.500726794753,1.66785714286,3.45590277778,7.5,5.0695432019,84.4965878439,8.40828792622
1,4,24.5,41.2857142857,8.71428571429,0.632697729902,3.01068376068,4.31001602564,7.5,5.08095238095,82.2026337805,12.6554672936
1,7,20.1111111111,28.5555555556,8.5,0.652522588378,2.29248035915,3.19939073272,7.94444444444,3.20360307585,82.6544554542,19.3501989534
1,6,20.5,32.0,9.0,0.572549560365,1.82222943723,3.23679924242,7.4375,3.92647058824,85.0279711574,11.3180965624
1,9,18.1111111111,33.0,9.5,0.568004272808,1.5613476801,2.93349358974,6.625,4.88579775344,80.1871242257,15.0689283253
1,8,18.0,28.6,8.33333333333,0.633642622051,2.07014430014,3.06102292769,6.11111111111,4.11424162257,80.8215518102,14.2111986154
101,11,19.8571428571,34.4285714286,11.2857142857,0.575610511156,1.44530812325,3.33863545418,7.92857142857,4.51666666667,87.4787208418,17.8673981159
101,10,21.2857142857,38.0,11.7142857143,0.566844649807,2.09388706532,3.80913372342,11.2142857143,3.50690787909,81.1967574121,16.153493253
101,13,18.2857142857,33.4285714286,10.5714285714,0.541007280105,1.3672735761,3.7481492597,9.07142857143,3.42675063728,84.5877688887,15.4749526886
101,12,23.1428571429,37.0,14.0,0.612956403166,1.3854449788,2.66025443789,9.57142857143,4.20444096831,83.3296912863,16.7943998581
101,14,14.375,34.625,9.875,0.376302075658,1.47419733045,3.56083603896,7.78571428571,3.78123617868,83.0242207028,11.0301290203
101,1,18.5714285714,46.8333333333,15.0,0.442317053408,1.57587967588,3.40141525142,8.41666666667,5.79477513228,88.7815646283,15.7182316093
101,3,18.0,34.5714285714,12.7142857143,0.455076738114,1.77346938776,2.67777777778,8.78571428571,4.07446311858,89.1188455188,14.1607266962
101,2,18.5714285714,39.2857142857,14.7142857143,0.482270317288,1.43412440734,2.59289321789,9.64285714286,4.01305172654,83.8294323695,14.8944119258
101,5,15.0,35.6666666667,8.875,0.517214955737,1.7795651879,4.20408696242,11.1666666667,3.38483170442,86.6154346401,21.1641742995
101,4,20.8571428571,40.5714285714,14.7142857143,0.563856249571,1.5463405059,2.56807040998,7.83333333333,4.40957491582,84.7070845157,15.1537693494
101,7,18.4,34.8,12.6,0.524453312192,1.44883116883,2.74545454545,9.4,4.7844017094,80.4414012386,15.4222334142
101,6,18.7142857143,35.6666666667,11.8333333333,0.519093406593,1.45361067504,2.61431623932,7.16666666667,4.3537037037,81.7214099918,13.8312231902
101,9,16.7142857143,36.7142857143,13.1428571429,0.467220751937,1.54083694084,3.18759018759,9.92857142857,3.53902089196,80.9773663692,11.5701562667
101,8,21.1666666667,33.8333333333,10.0,0.647453868438,2.20056277056,2.96637806638,8.2,5.01785714286,86.3537846329,14.798321895
102,10,17.8333333333,26.3333333333,9.83333333333,0.70146844577,2.39690893901,3.11879699248,7.91666666667,4.61368206956,87.1967498069,15.850110416
102,1,18.1666666667,27.6666666667,12.0,0.67695464258,1.76924603175,2.49285714286,8.66666666667,3.39918752745,82.3896348394,15.0967039131
102,3,10.0,25.4444444444,8.375,0.429693119548,1.03360805861,3.01571530322,5.75,3.41107519931,80.8476787924,17.9349501504
102,2,20.7777777778,30.4444444444,10.125,0.699540174649,2.06090534979,3.03497942387,8.05555555556,4.01255596256,89.2300639921,13.9244687518
102,5,21.875,29.125,12.875,0.691002322794,1.76595349095,2.75045668617,7.4375,3.86570810142,87.7188103171,9.67035022844
102,4,12.3333333333,25.5714285714,8.0,0.48747771836,1.44570707071,2.71144781145,7.57142857143,4.14417989418,86.4751481718,14.5845099483
102,7,17.1428571429,33.2857142857,13.8571428571,0.559976625837,1.71320861678,3.03418367347,10.0,3.52207904182,88.9001549316,10.3167631446
102,6,18.375,28.125,6.85714285714,0.669659777918,2.74866071429,4.22485119048,8.1875,3.94740247498,93.4138131518,17.8819509271
102,9,13.7142857143,27.125,8.25,0.526184055596,2.05842352092,3.0009894867,7.5625,3.76770708283,81.6851731565,12.5549168517
102,8,12.1111111111,25.4,6.77777777778,0.526943056943,2.010995671,3.60294372294,8.4,3.34287133919,83.1638246944,15.8484148045
