105,11,33.5,45.813,16.545,16.545,21.742,22.491
105,2,38.697,50,16.001,16.001,21.719,23.718
105,3,35.405,48.357,12.85,12.85,15.61,22.16
105,4,34.457,45.657,13.953,13.953,-5.3043,21.108
105,5,32.692,48.513,18.25,18.25,19.158,33.371
105,6,37.694,52.472,20.126,20.126,20.486,36.498
105,7,35.603,43.074,16.269,16.269,-5.194,28.05
105,8,32.853,45.912,17.067,17.067,24.636,25.34
105,9,34.633,47.3,20.947,20.947,25.103,31.683
106,1,31.944,36.5,19.81,19.81,7.7358,12.224
106,2,34.723,40.979,15.832,15.832,9.1739,11.233
106,3,37.267,39.444,19.668,19.668,9.9318,12.097
106,4,28.829,36.895,20.142,20.142,-9.4904,19.444
106,5,30.702,36.872,19.464,19.464,9.7391,12.01
106,6,43.079,43.632,38.016,38.016,9.9189,12.542
106,7,33.689,39.022,23.291,23.291,12.091,10.867
107,1,26.064,29.723,11.492,11.492,17.587,21.117
107,10,25.167,36.933,14.23,14.23,35.655,39.469
107,2,24.25,35.75,12.79,12.79,17.681,20.124
107,3,22.349,36.302,8.7611,8.7611,27.143,27.444
107,4,24.854,36.659,13.358,13.358,28.325,39.018
107,5,25.128,33.615,12.416,12.416,24.684,24.737
107,6,26.895,30.368,12.461,12.461,25.162,30.186
107,7,28.686,32.086,18.093,18.093,28.088,33.008
107,8,28.606,36.455,17.279,17.279,24.25,27.995
107,9,27.839,35.871,14.304,14.304,27.733,31.804
108,1,36.841,32.818,27.812,27.812,11.14,21.075
108,2,45.171,35.686,30.943,30.943,11.441,15.827
108,3,33.196,34.326,24.414,24.414,12.533,16.359
108,4,37,38.739,30.483,30.483,8.1556,19.998
108,5,39.667,32.595,27.543,27.543,10.268,17.123
108,6,41.286,30.257,24.473,24.473,14.147,15.274
108,7,41.176,31.794,32.314,32.314,12.879,14.728
109,1,28,31.235,17.925,17.925,13.96,14.81
109,10,33.152,33.545,20.364,20.364,20.781,24.343
109,11,29.868,29,25.299,25.299,19.622,40.131
109,2,39.658,35.026,27.005,27.005,16.189,19.182
109,3,26.02,31.922,16.244,16.244,12.88,16.736
109,4,30.395,34.791,21.628,21.628,15.119,18.555
109,5,35.806,36.25,26.673,26.673,14.2,20.479
109,6,30.444,34.467,15.855,15.855,15.455,24.308
109,7,33.029,35.486,20.382,20.382,20.471,23.392
109,8,29.366,34.146,17.598,17.598,16.2,18.543
109,9,34.424,31.303,24.114,24.114,23.906,27.717
10,1,43.721,44.977,36.395,36.395,12.452,18.064
10,2,46.026,53.026,24.497,24.497,13.811,18.541
10,3,47.361,54.889,26.797,26.797,18.314,26.359
10,4,39.838,46.405,25.869,25.869,22.278,41.535
10,5,44.875,47.313,29.071,29.071,20.161,39.968
10,6,42.912,52.059,25.04,25.04,23.848,33.3
10,7,51.12,52.48,41.489,41.489,46.917,67.979
110,1,57.923,47.5,62.148,62.148,19.08,19.659
110,10,42.816,44.868,16.592,16.592,12.919,27.348
110,11,45.118,50.206,17.551,17.551,19.545,23.657
110,12,44.2,44.833,16.682,16.682,21.517,20.302
110,13,48.531,41.25,18.143,18.143,18.419,19.834
110,14,45.818,50.727,19.686,19.686,16.344,19.771
110,15,44.909,44.909,19.732,19.732,20.844,19.987
110,16,43.441,47.735,22.046,22.046,16.758,21.684
110,2,46.706,43.647,21.055,21.055,15.394,20.497
110,3,37.465,35.093,21.091,21.091,14.333,22.851
110,4,46.469,45.25,19.497,19.497,16.839,23.287
110,5,43.5,45.632,19.898,19.898,13.649,23.157
110,6,40.824,44.706,19.146,19.146,20.303,17.28
110,7,45.515,44.152,16.532,16.532,12.688,15.749
110,8,38.474,41.5,18.607,18.607,18.459,22.682
110,9,41.667,46.417,20.01,20.01,18.771,19.623
111,1,52.703,52.297,26.438,26.438,7.0278,33.72
111,10,44.895,48.395,26.875,26.875,14.73,45.217
111,11,55.344,45.594,28.384,28.384,14.968,30.522
111,12,46.4,45.343,24.096,24.096,14.176,45.89
111,13,41.919,53.622,19.253,19.253,21.444,41.517
111,2,46.538,50.718,22.935,22.935,16.026,44.899
111,3,41.955,46.705,23.955,23.955,13.326,31.075
111,4,46.275,46.975,20.734,20.734,13.564,25.878
111,5,48.486,48.2,27.207,27.207,16.353,48.022
111,6,52.943,54.514,26.22,26.22,12.735,32.277
111,7,42.78,46.439,23.911,23.911,13.7,31.078
111,8,47.35,45.4,30.843,30.843,13.103,36.677
111,9,40.75,43.4,24.352,24.352,15.462,37.364
112,1,67.292,25.917,179.87,179.87,6.087,184.4
112,10,30.342,32.526,20.246,20.246,12.351,16.792
112,11,31.543,29.543,18.676,18.676,18.471,23.084
112,2,32.69,29.833,18.348,18.348,9.5122,15.892
112,3,36.205,37.538,22.738,22.738,8.1316,16.993
112,4,31.976,28.683,19.369,19.369,12.825,23.795
112,5,31.977,30.07,16.271,16.271,10.143,13.341
112,6,31.14,32.047,18.148,18.148,10.19,17.308
112,7,33.125,31.625,22.218,22.218,11.282,15.714
112,8,33.233,31.093,24.945,24.945,9.0476,17.875
112,9,31.725,29.725,23.328,23.328,13.026,20.719
114,1,43.947,30.158,35.194,35.194,13.378,16.856
114,10,37.355,28,24.143,24.143,20.167,28.423
114,11,44.067,29.733,26.506,26.506,23.897,29.944
114,12,43.963,29.111,36.062,36.062,29.154,39.804
114,2,36.262,27.524,23.52,23.52,14.707,23.854
114,3,37.528,29.194,29.284,29.284,21.4,34.93
114,4,36.564,27.641,25.541,25.541,15.079,27.912
114,5,47.267,29.733,27.209,27.209,17.793,20.461
114,6,45.867,29.333,35.11,35.11,16.31,24.956
114,7,41.313,28.813,27.462,27.462,13.323,22.741
114,8,35.079,31.632,19.028,19.028,20.514,26.978
114,9,36.233,29.033,25.466,25.466,22.655,37.46
115,1,26.692,40.808,13.565,13.565,15.706,19.798
115,10,29.477,40.023,13.946,13.946,18.605,17.823
115,11,28.25,41.1,14.763,14.763,24.205,20.09
115,12,30.658,37.5,12.786,12.786,19.838,18.429
115,2,29.884,36.721,17.591,17.591,18.262,17.504
115,3,29.318,42.523,15.511,15.511,15.814,14.078
115,4,30.271,41.021,10.872,10.872,15.383,17.688
115,5,30.385,36.513,11.364,11.364,22.026,21.154
115,6,27.976,39.738,13.926,13.926,21.341,22.82
115,7,32.5,40.526,17.44,17.44,20.054,28.318
115,8,25.826,35.543,11.924,11.924,21.222,20.766
115,9,25.078,40.569,11.759,11.759,17.76,17.192
116,1,62.577,37.808,26.61,26.61,19.92,18.706
116,10,53.375,39.292,31.701,31.701,23.87,20.039
116,11,37.818,38.212,19.808,19.808,24.906,27.414
116,12,49.333,40.111,32.025,32.025,29.615,42.069
116,13,49.393,41.464,27.856,27.856,23.815,35.917
116,2,42.941,41.5,24.772,24.772,19.091,18.463
116,3,44.968,37.032,21.978,21.978,19.367,20.542
116,4,39.946,37.757,19.287,19.287,20.528,25.843
116,5,47.25,33.906,25.023,25.023,21.581,31.071
116,6,41.028,39.472,21.664,21.664,15.857,22.344
116,7,49.167,43.2,26.554,26.554,19.966,19.485
116,8,43.621,39.061,27.099,27.099,-10.2,29.096
116,9,50.393,38.714,28.923,28.923,26.074,30.858
117,1,47.256,55.577,34.604,34.604,-19.532,39.304
117,2,42.488,49.302,28.935,28.935,5.7381,11.652
118,1,40.324,39.189,24.54,24.54,20.722,31.227
118,10,45.727,34.788,37.846,37.846,21.75,36.243
118,11,35.086,35.171,21.979,21.979,17.441,33.107
118,12,64.556,39.444,51.285,51.285,41.412,53.292
118,2,32.911,28.978,25.886,25.886,15.295,29.696
118,3,36.976,31.833,26.878,26.878,17.976,34.894
118,4,50.533,40.167,29.754,29.754,23.897,37.623
118,5,42.968,42.29,33.115,33.115,23.167,28.463
118,6,40.029,36,20.185,20.185,24.206,42.728
118,7,48.414,42.931,29.065,29.065,23.036,38.69
118,8,35.189,30.595,24.301,24.301,21.028,32.679
118,9,59.826,47.217,37.658,37.658,30.136,48.383
119,1,33.021,44.938,21.001,21.001,12.872,20.305
119,10,38.781,54.5,20.192,20.192,17,21.65
119,2,31.102,44.592,17.72,17.72,13.542,17.328
119,3,35.545,51.5,26.297,26.297,14.465,15.151
119,4,34.93,45.884,19.548,19.548,16.357,20.52
119,5,39.111,46.25,26.281,26.281,17.857,22.81
119,6,33.977,47.568,23.457,23.457,15.977,16.758
119,7,36.825,44.15,18.188,18.188,15.205,23.345
119,8,24.516,36.109,21.399,21.399,8.0476,18.197
119,9,36.086,50.457,26.254,26.254,16.941,19.264
11,1,33.3,30.1,15.419,15.419,17.103,19.191
11,10,24.432,27.081,13.623,13.623,20.639,24.423
11,2,26.308,26,13.721,13.721,13.961,17.726
11,3,27.643,25.571,11.102,11.102,18.561,17.956
11,4,32.868,28.105,25.165,25.165,17.378,18.722
11,5,31.795,29.897,15.661,15.661,18.658,19.172
11,6,29.171,32.415,25.765,25.765,18.125,21.89
11,7,33.447,24.5,24.428,24.428,12.892,23.291
11,8,26.854,27.902,12.874,12.874,19,21.796
11,9,32,28.846,14.402,14.402,19.395,23.388
120,1,31.74,39.68,17.815,17.815,11.184,15.555
120,2,26,33.867,15.668,15.668,8.9153,11.844
120,3,38.5,36.69,22.402,22.402,11.122,14.469
120,4,32.36,36,21.354,21.354,10.02,14.289
120,5,39.977,42.558,33.322,33.322,9.4762,23.757
120,6,38.615,37.103,22.251,22.251,14.263,20.759
120,7,31.196,37.413,19.845,19.845,14.067,21.951
120,8,32.395,31.372,19.433,19.433,11.429,17.764
120,9,32.935,38,20.026,20.026,11.778,17.839
121,1,42.683,57.341,29.594,29.594,11.6,10.945
121,10,37.617,51.34,19.174,19.174,9.0435,12.557
121,2,47.737,53.026,33.173,33.173,10.324,14.146
121,3,44.512,54.366,22.387,22.387,8.05,8.3726
121,4,35.756,48.2,20.276,20.276,11.614,16.983
121,5,43.571,49.833,23.757,23.757,10.024,21.359
121,6,43.154,46.795,29.57,29.57,11.605,20.075
121,7,38.844,53.622,23.435,23.435,11.432,16.124
121,8,36.565,50.239,21.774,21.774,10.644,15.043
121,9,42.5,55.632,16.662,16.662,13.676,14.447
122,1,32.814,32.558,21.388,21.388,18,33.382
122,2,39.769,37,34.597,34.597,19.632,29.296
122,3,48.286,41,25.777,25.777,32.667,44.746
122,4,34.342,37.316,20.632,20.632,23,43.713
122,5,36.941,33,21.388,21.388,22.455,31.523
122,6,35.769,34.077,26.962,26.962,20.053,30.891
122,7,44.304,43.957,30.287,30.287,52.909,57.161
123,1,26.038,39.942,15.417,15.417,16.157,21.7
123,10,25.795,50.385,12.385,12.385,26.395,35.306
123,11,23.587,44.87,13.791,13.791,21.267,30.449
123,2,23.222,40.833,12.129,12.129,18.698,23.624
123,3,25.844,43.422,14.97,14.97,18.955,26.22
123,4,22.039,45.49,9.0818,9.0818,19.1,28.552
123,5,28.711,49.933,19.225,19.225,14.841,21.412
123,6,23.885,45.904,11.767,11.767,17.569,25.966
123,7,23.977,39.86,12.714,12.714,20.167,25.634
123,8,23.196,43.065,11.266,11.266,23.467,32.649
123,9,23.848,40.413,11.123,11.123,21.8,27.436
124,1,31.319,31.787,26.208,26.208,10,16.535
124,2,33.583,33.771,21.488,21.488,10.213,13.329
124,3,37.317,35.659,28.315,28.315,10.875,12.449
124,4,35.814,38.535,18.269,18.269,12.333,15.309
124,5,41,37.588,21.025,21.025,14.182,15.893
125,1,35.714,32.405,25.611,25.611,16.439,20.594
125,10,29.268,33.805,14.304,14.304,16.9,23.025
125,2,36.175,34.4,23.408,23.408,16.692,20.44
125,3,32.571,31.952,18.284,18.284,19.024,22.087
125,4,35.69,33.81,26.602,26.602,17.659,25.757
125,5,33.9,34.05,19.21,19.21,15.641,18.884
125,6,34.513,34.282,23.472,23.472,21.684,24.704
125,7,36.194,32.111,24.201,24.201,20.486,19.697
125,8,33.59,30.718,16.597,16.597,21,24.265
125,9,39.531,29.313,25.097,25.097,18.968,22.566
126,1,37.133,39.133,24.9,24.9,10.25,12.888
126,2,36.104,39.25,25.453,25.453,12.511,21.11
126,3,35.044,39.333,23.378,23.378,12.386,18.794
126,4,49.543,40.714,34.013,34.013,10.412,12.609
126,5,35,39.614,18.095,18.095,15.674,18.841
126,6,36.145,38.673,29.064,29.064,8.2407,22.454
126,7,39.07,39.674,24.916,24.916,13.738,27.788
127,1,26.875,32.196,18.264,18.264,15.891,17.044
127,10,24.929,30.833,18.312,18.312,28.195,38.236
127,11,25.487,31.256,14.188,14.188,24.237,22.822
127,2,24.778,30.333,14.346,14.346,19.114,14.898
127,3,30.275,31.925,16.819,16.819,25.538,31.814
127,4,28.93,27.209,17.717,17.717,21.524,25.324
127,5,28.949,33.949,20.384,20.384,18.342,16.742
127,6,24.659,25.977,16.087,16.087,17.837,15.486
127,7,21.817,28.733,14.159,14.159,14.475,18.463
127,8,28.591,30.886,18.727,18.727,18.767,20.259
127,9,38.407,38.259,18.721,18.721,35.692,30.243
128,1,32.156,27.956,20.567,20.567,12.091,14.895
128,10,32.286,29.343,15.988,15.988,20.765,22.894
128,11,32.054,30.703,23.122,23.122,21.056,22.276
128,2,33.465,30.651,22.612,22.612,14.286,14.946
128,3,29.614,29.682,20.77,20.77,14.372,15.144
128,4,31.409,32.227,23.073,23.073,13.395,16.187
128,5,29.174,27.152,13.126,13.126,13.556,16.082
128,6,36.235,35.971,22.91,22.91,20.879,23.24
128,7,36.27,35.595,24.982,24.982,18.583,22.135
128,8,38.324,36.147,25.214,25.214,19.273,19.558
128,9,27.5,35.955,13.043,13.043,15.721,16.715
129,1,37.026,38.154,25.419,25.419,12.974,19.235
129,2,25.039,33.961,16.986,16.986,13.94,16.562
129,3,31.63,35.37,22.374,22.374,14.733,18.655
129,4,29.298,37.383,20.145,20.145,15.348,21.095
129,5,37.314,37.743,25.096,25.096,16.206,17.988
129,6,32.825,40.425,23.144,23.144,19.179,19.553
129,7,28.133,34.578,16.173,16.173,17.955,21.474
129,8,25.783,32.087,18.221,18.221,14.556,19.014
130,1,38.1,53.65,21.876,21.876,16.923,15.137
130,2,39.308,65.487,20.382,20.382,16.842,13.951
130,3,30.213,51.021,15.201,15.201,15.457,15.61
130,4,31.581,54.698,18.401,18.401,19.262,28.616
130,5,33.216,49.922,20.652,20.652,10.48,30.739
131,1,76.762,56.143,45.616,45.616,27.95,32.851
131,10,53.115,39.692,39.001,39.001,28.36,23.009
131,11,53.609,41.348,33.616,33.616,28.318,29.511
131,12,55.2,46.08,33.822,33.822,31,37.868
131,2,56.483,42.448,47.497,47.497,26.429,35.62
131,3,59.304,36.826,45.109,45.109,30.455,36.129
131,4,97.5,53.563,47.066,47.066,46.2,38.991
131,5,64.667,45.458,40.307,40.307,27.087,34.887
131,6,50.345,45.862,29.708,29.708,17.429,30.428
131,7,53.679,42.607,39.7,39.7,20.593,41.827
131,8,45.966,38.655,26.836,26.836,28.214,31.72
131,9,52.464,41.679,34.856,34.856,26.074,30.797
132,1,30.944,36.444,12.491,12.491,10.83,15.466
132,10,28,38.85,12.224,12.224,24.513,22.62
132,2,30.161,35.402,11.268,11.268,-3.9884,17.231
132,3,30.979,38.936,15.722,15.722,15.739,19.136
132,4,26.091,34.055,14.785,14.785,14.778,16.805
132,5,29.652,38.174,11.691,11.691,18.333,19.232
132,6,29.96,40.24,11.678,11.678,15.061,16.48
132,7,37.667,45.256,15.18,15.18,18.632,20.15
132,8,29.196,39.065,15.549,15.549,14.644,14.643
132,9,31.474,34.974,12.693,12.693,24.081,25.173
133,1,85.222,62.222,94.506,94.506,29.059,46.596
133,10,40.769,47.154,21.515,21.515,28.32,50.598
133,11,112.5,79.083,84.439,84.439,47.091,41.51
133,2,42.6,45.857,34.998,34.998,21.882,36.848
133,3,63.962,52.962,41.726,41.726,23.56,28.405
133,4,38.694,40.472,29.011,29.011,14.914,21.297
133,5,69.826,49.696,51.773,51.773,23.682,18.95
133,6,47.844,48.188,33.393,33.393,20.129,22.226
133,7,60.609,42.957,81.387,81.387,6.4545,98.044
133,8,50.724,39.034,47.624,47.624,21.286,27.887
133,9,54.136,49.455,57.337,57.337,28.857,43.483
134,1,26.538,41.654,9.1211,9.1211,16.039,18.486
134,10,24.172,29.328,13.368,13.368,15.211,14.688
134,2,21.683,34.111,12.776,12.776,15.387,14.539
134,3,29.31,31.024,19.916,19.916,22.122,27.763
134,4,23.4,33.58,13.884,13.884,17.592,15.028
134,5,28.814,44.233,11.646,11.646,21.31,24.674
134,6,26.154,47.327,13.291,13.291,16.804,23.523
134,7,22.235,33.471,10.972,10.972,21.36,24.704
134,8,22.105,47.702,13.113,13.113,14.804,13.939
134,9,22.625,34.484,12.855,12.855,13.349,19.308
135,1,43.65,52.7,31.142,31.142,-14.392,29.984
135,2,35.957,50.851,30.114,30.114,13.717,19.804
135,3,30.75,48.917,18.33,18.33,15.021,23.658
135,4,33.646,47.854,23.21,23.21,14.638,20.373
135,5,41.119,51.667,28.083,28.083,8.3659,29.356
136,1,64.2,44.32,41.594,41.594,21.375,30.587
136,10,82.95,55.5,45.848,45.848,19.474,19.569
136,11,72.571,44.857,46.964,46.964,19.45,19.712
136,12,73.667,43.381,46.479,46.479,20.25,30.832
136,13,69.25,44.3,53.716,53.716,22.895,28.304
136,14,73,46.571,46.37,46.37,18.05,22.754
136,15,102.79,46.714,91.967,91.967,28.769,37.572
136,16,82.824,55.353,59.307,59.307,21.25,26.086
136,2,63.64,45.12,51.308,51.308,20.625,61.196
136,3,76.667,49.792,49.272,49.272,10.087,26.197
136,4,81.19,46.143,62.39,62.39,13.45,33.283
136,5,70.524,49.667,50.798,50.798,22.1,33.548
136,6,81.65,50.2,56.292,56.292,16.737,23.553
136,7,88.4,46.7,66.985,66.985,18.789,29.039
136,8,73.727,42.682,55.918,55.918,14.714,41.566
136,9,64.478,47.609,43.052,43.052,19.636,28.435
137,1,124.6,46.6,92.084,92.084,-0.071429,73.473
137,2,129.71,48.071,79.637,79.637,18.538,9.7777
137,3,121.6,52.267,68.926,68.926,14.786,14.677
137,4,133.86,52.714,69.058,69.058,18.385,7.4222
137,5,101.17,58.611,82.757,82.757,15.412,39.448
137,6,112.5,54.125,99.253,99.253,17.533,9.6649
137,7,93.389,46.333,73.198,73.198,15.765,14.241
137,8,94.167,52.167,71.334,71.334,18.765,16.022
137,9,116.4,57.733,94.687,94.687,12.071,11.757
138,1,22.943,24.245,13.413,13.413,18.519,21.736
138,2,22.519,25.692,11.878,11.878,17.882,18.336
138,3,23.333,28.118,11.788,11.788,19.08,27.133
138,4,22.267,25.044,11.944,11.944,21.841,24.945
138,5,21.038,28.173,12.096,12.096,16.039,16.014
138,6,27.214,27.786,17.673,17.673,22.415,26.566
138,7,23.947,25.474,12.77,12.77,23.324,22.518
138,8,23.167,25.548,9.8746,9.8746,22.341,25.034
138,9,25.949,26.538,12.002,12.002,20.789,25.555
139,1,30.018,46.491,16.73,16.73,8.7037,12.202
13,1,43.643,38.476,27.281,27.281,7,15.04
13,10,35.257,34.657,23.842,23.842,13.971,16.178
13,11,42.897,41.448,31.319,31.319,19.857,22.958
13,2,40.615,36.077,24.602,24.602,12.316,17.132
13,3,38.73,30.919,26.541,26.541,18.889,24.604
13,4,38.41,32.692,30.031,30.031,16.842,21.704
13,5,38.973,34.703,32.212,32.212,18.389,23.744
13,6,28.478,35.435,16.79,16.79,13.6,18.432
13,7,39.079,35.026,20.796,20.796,14.135,20.004
13,8,30.738,35.119,18.29,18.29,17.39,20.628
13,9,31.341,33.463,18.525,18.525,16.825,21.26
140,1,40.16,41.08,23.4,23.4,6.6735,18.194
140,2,36.745,45.294,23.101,23.101,7.8,13.831
140,3,39.311,44.289,19.962,19.962,10.636,17.396
140,4,39.511,46.383,20.475,20.475,8.2609,15.139
140,5,41.86,47.302,24.548,24.548,10.381,29.502
140,6,36,44,18.366,18.366,10.511,17.256
140,7,36.933,46.267,24.024,24.024,14.364,20.795
140,8,35.295,43.477,23.885,23.885,14.279,14.826
141,1,38.857,49.543,21.623,21.623,22.147,29.538
141,10,34.333,50.583,13.988,13.988,18.8,29.933
141,11,40.839,46.29,17.405,17.405,25.233,30.19
141,12,33.537,43.78,19.255,19.255,16.675,29.239
141,2,36.763,47.895,17.986,17.986,21.108,31.488
141,3,36.216,49.216,16.892,16.892,21.333,31.341
141,4,39.639,51.389,12.426,12.426,21.657,33.916
141,5,33.659,45.902,14.585,14.585,19.25,22.91
141,6,35.121,40.848,16.902,16.902,30.781,38.63
141,7,39.647,48.912,15.987,15.987,21.121,27.241
141,8,34.395,41.737,10.879,10.879,25.676,32.21
141,9,31.882,41.206,13.188,13.188,30.273,38.528
142,1,52.306,50.75,36.673,36.673,15.371,19.551
142,10,61.929,49.214,52.836,52.836,20.63,22.653
142,11,55.296,55,38.63,38.63,26.462,31.137
142,2,57.281,49.719,34.837,34.837,19.161,25.104
142,3,44.974,39.842,32.059,32.059,14.649,23.786
142,4,55.469,50.813,36.795,36.795,19.516,23.821
142,5,67.345,52.414,54.003,54.003,8.3214,18.565
142,6,43.5,42.211,27.972,27.972,15.811,22.785
142,7,54.323,53.355,32.266,32.266,14.767,24.527
142,8,47.588,47.676,35.548,35.548,20.303,25.362
142,9,59.125,48.469,43.14,43.14,16.29,28.054
143,1,33.617,34.809,24.227,24.227,13.087,24.168
143,10,34.147,40.118,24.512,24.512,30.394,43.935
143,11,48.375,41.75,21.37,21.37,40.609,35.473
143,12,32.706,34.824,17.58,17.58,33.455,45.655
143,2,47.667,39.5,27.058,27.058,24.517,39.536
143,3,31.405,33.024,23.6,23.6,22.049,25.012
143,4,34.024,36.195,23.234,23.234,20.525,20.786
143,5,47.424,44.848,29.917,29.917,22.094,34.564
143,6,40.333,38.061,31.706,31.706,26.469,30.764
143,7,32,35.116,26.713,26.713,17.381,28.27
143,8,34.412,42.118,20.837,20.837,21.515,29.374
143,9,41.033,42.4,29.002,29.002,30.517,39.193
144,1,42.757,36.324,29.398,29.398,16.472,18.851
144,10,41.903,38.742,32.128,32.128,17.9,25.326
144,2,33.826,33.391,19.171,19.171,14.978,22.099
144,3,34.067,32.578,16.263,16.263,14.773,20.605
144,4,42.135,33,26.834,26.834,16.806,21.667
144,5,34.136,34.341,21.091,21.091,12.419,23.8
144,6,39.071,34.262,28.02,28.02,14.829,20.132
144,7,32.269,33.173,19.785,19.785,10.549,14.16
144,8,39.714,34.286,21.751,21.751,19,21.56
144,9,35.488,35.122,16.21,16.21,13.85,17.448
145,1,33.292,45.271,21.7,21.7,9.0851,11.236
146,1,29.54,34.74,18.362,18.362,15.143,40.261
147,1,40.5,37.868,29.696,29.696,12.405,18.596
147,10,36.743,32.229,32.032,32.032,20.647,25.856
147,11,39.323,39.065,22.659,22.659,25.167,23.319
147,12,34.903,37.516,28.366,28.366,23.867,28.363
147,2,36.974,35.436,22.189,22.189,16.921,22.319
147,3,37,35.595,23.663,23.663,22,28.912
147,4,31.75,35.25,22.59,22.59,21.769,25.4
147,5,41.441,31.647,42.647,42.647,18.818,20.613
147,6,30.171,31.829,23.742,23.742,21.3,25.713
147,7,43.452,39.161,27.168,27.168,20.167,26.251
147,8,30.525,35.35,23.34,23.34,20.256,29.146
147,9,46.25,31.643,37.738,37.738,23.519,28.083
148,1,46.375,51.35,20.852,20.852,9.3846,24.907
148,2,50.171,60.537,29.358,29.358,4.425,31.645
148,3,39.769,62.308,30.47,30.47,10.711,28.574
149,1,49.25,37.719,72.355,72.355,14.065,16.976
149,10,47.517,38.897,28.756,28.756,17.464,20.732
149,11,42.941,36.529,24.83,24.83,16.939,21.564
149,2,39.095,35.524,19.72,19.72,12.293,15.342
149,3,52.207,41.517,30.645,30.645,18.393,22.162
149,4,45.034,42.31,35.556,35.556,17.393,20.934
149,5,42.281,36.781,27.851,27.851,19.645,20.993
149,6,46.094,39.031,27.378,27.378,18.355,17.999
149,7,38.171,35.686,20.713,20.713,17.794,18.077
149,8,48.367,39.6,27.753,27.753,16.862,24.265
149,9,41.677,34.516,21.757,21.757,16.667,19.926
14,1,39.946,45.162,23.783,23.783,20.722,25.528
14,10,40.5,39.333,22.269,22.269,28,31.678
14,11,28.93,36.349,17.058,17.058,23.643,24.893
14,12,28.884,38.07,17.418,17.418,24.69,24.449
14,2,32.075,37.625,19.093,19.093,23.077,26.291
14,3,33.182,38.477,16.244,16.244,16.721,15.911
14,4,32.548,38.69,13.037,13.037,22.585,20.967
14,5,32.615,36.692,18.756,18.756,22.868,21.334
14,6,30.829,43.659,18.091,18.091,26.375,34.944
14,7,38.231,37.974,25.247,25.247,21.184,21.938
14,8,31.864,36.477,20.63,20.63,20,17.624
14,9,32.763,40.921,21.614,21.614,28.162,29.263
150,1,33.682,45.818,22.275,22.275,19.558,29.492
150,10,52.667,45.3,33.205,33.205,18.414,34.163
150,11,42.581,48.871,28.113,28.113,30.567,46.203
150,12,40.054,50,21.77,21.77,18.333,19.394
150,13,54.32,51.16,20.91,20.91,24.375,36.646
150,14,45.129,48.968,22.181,22.181,22.867,31.012
150,2,51.371,50.457,20.189,20.189,13.735,21.435
150,3,59.536,51.143,36.352,36.352,15.704,44.607
150,4,40.2,41.486,27.057,27.057,26.559,37.118
150,5,53.1,45.933,42.779,42.779,19.276,27.201
150,6,45.938,46.625,16.999,16.999,26.065,28.797
150,7,49.25,49.813,31.274,31.274,18.29,24.638
150,8,57.148,53,41.68,41.68,20.654,32.079
150,9,40.231,41.744,18.531,18.531,15.868,32.255
151,1,24.424,38.949,14.689,14.689,13.466,15.072
